scenario_id,timestamp,kpi_name,kpi_level,node,value,baseline_value,anomaly_score,forecast_value,threshold,status,related_interfaces,related_components
SCENARIO-03,2026-08-12T10:29:00Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.11,99.2,0.03,99.29,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:29:06Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.25,99.2,0.05,99.14,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:29:12Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.22,99.2,0.04,99.19,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:29:18Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.24,99.2,0.04,99.2,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:29:24Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.15,99.2,0.02,99.14,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:29:30Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.2,99.2,0.05,99.11,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:29:36Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.17,99.2,0.03,99.29,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:29:42Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.23,99.2,0.04,99.12,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:29:48Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.07,99.2,0.02,99.19,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:29:54Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.18,99.2,0.04,99.12,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:30:00Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.28,99.2,0.04,99.28,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:30:06Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.28,99.2,0.03,99.18,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:30:12Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.14,99.2,0.03,99.12,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:30:18Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.11,99.2,0.03,99.12,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:30:24Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.23,99.2,0.03,99.13,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:30:30Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.06,99.2,0.05,99.19,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:30:36Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.26,99.2,0.04,99.19,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:30:42Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.2,99.2,0.05,99.1,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:30:48Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.1,99.2,0.02,99.29,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:30:54Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.2,99.2,0.03,99.26,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:31:00Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.11,99.2,0.02,99.15,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:31:06Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.21,99.2,0.04,99.11,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:31:12Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.26,99.2,0.03,99.21,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:31:18Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.21,99.2,0.04,99.24,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:31:24Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.12,99.2,0.02,99.17,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:31:30Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.19,99.2,0.03,99.23,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:31:36Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.18,99.2,0.03,99.29,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:31:42Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.19,99.2,0.04,99.2,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:31:48Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,95.56,99.2,0.3,94.1,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:31:54Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,91.92,99.2,0.46,90.46,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:32:00Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,88.28,99.2,0.62,86.82,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:32:06Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,84.64,99.2,0.78,83.18,94.0,CRITICAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:32:12Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,81.0,99.2,0.94,79.54,94.0,CRITICAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:32:18Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,84.64,99.2,0.78,83.18,94.0,CRITICAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:32:24Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,88.28,99.2,0.62,86.82,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:32:30Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,91.92,99.2,0.46,90.46,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:32:36Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,95.56,99.2,0.3,94.1,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:32:42Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.06,99.2,0.05,99.11,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:32:48Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.15,99.2,0.03,99.25,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:32:54Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.14,99.2,0.02,99.15,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:33:00Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.21,99.2,0.02,99.22,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:33:06Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.24,99.2,0.02,99.17,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:33:12Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.13,99.2,0.04,99.27,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:33:18Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.22,99.2,0.05,99.2,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:33:24Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.1,99.2,0.02,99.24,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:33:30Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.29,99.2,0.02,99.14,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:33:36Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.25,99.2,0.05,99.16,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:33:42Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.13,99.2,0.03,99.26,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:33:48Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.17,99.2,0.02,99.23,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:33:54Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.12,99.2,0.05,99.11,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:34:00Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.21,99.2,0.03,99.26,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:34:06Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.16,99.2,0.03,99.19,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:34:12Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.29,99.2,0.03,99.14,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:34:18Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.22,99.2,0.03,99.26,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:34:24Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.12,99.2,0.02,99.18,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:34:30Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.16,99.2,0.05,99.14,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:34:36Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.12,99.2,0.02,99.17,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-03,2026-08-12T10:34:42Z,USER_PLANE_PACKET_DELIVERY_SUCCESS_RATIO,L1,UPF-02,99.12,99.2,0.03,99.24,94.0,NORMAL,N3;N4;N6,DATA_NETWORK;GNB;SMF;UPF
SCENARIO-04,2026-08-12T10:34:36Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.89,99.0,0.03,98.99,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:34:42Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.03,99.0,0.05,99.02,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:34:48Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.96,99.0,0.04,99.06,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:34:54Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.86,99.0,0.04,98.98,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:35:00Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.98,99.0,0.04,98.93,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:35:06Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.86,99.0,0.05,99.04,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:35:12Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.96,99.0,0.02,98.95,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:35:18Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.01,99.0,0.03,99.09,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:35:24Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.86,99.0,0.02,98.99,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:35:30Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.94,99.0,0.03,98.92,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:35:36Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.88,99.0,0.03,98.96,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:35:42Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.92,99.0,0.05,98.91,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:35:48Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.9,99.0,0.04,99.08,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:35:54Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.88,99.0,0.04,99.04,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:36:00Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.9,99.0,0.04,99.04,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:36:06Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.1,99.0,0.03,98.93,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:36:12Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.87,99.0,0.03,99.04,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:36:18Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.1,99.0,0.04,99.09,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:36:24Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.1,99.0,0.04,99.04,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:36:30Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.99,99.0,0.03,98.96,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:36:36Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.89,99.0,0.04,99.04,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:36:42Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.89,99.0,0.03,98.94,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:36:48Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.1,99.0,0.04,98.95,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:36:54Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.97,99.0,0.03,99.01,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:37:00Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.97,99.0,0.05,98.93,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:37:06Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.07,99.0,0.02,98.98,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:37:12Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.03,99.0,0.03,98.98,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:37:18Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.95,99.0,0.04,98.93,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:37:24Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.93,99.0,0.02,98.99,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:37:30Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.98,99.0,0.02,99.07,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:37:36Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,96.0,99.0,0.3,94.8,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:37:42Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,93.0,99.0,0.46,91.8,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:37:48Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,90.0,99.0,0.62,88.8,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:37:54Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,87.0,99.0,0.78,85.8,93.0,CRITICAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:38:00Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,84.0,99.0,0.94,82.8,93.0,CRITICAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:38:06Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,87.0,99.0,0.78,85.8,93.0,CRITICAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:38:12Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,90.0,99.0,0.62,88.8,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:38:18Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,93.0,99.0,0.46,91.8,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:38:24Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,96.0,99.0,0.3,94.8,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:38:30Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.99,99.0,0.04,99.05,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:38:36Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.88,99.0,0.04,99.07,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:38:42Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.06,99.0,0.04,98.96,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:38:48Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.89,99.0,0.05,98.95,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:38:54Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.09,99.0,0.04,98.96,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:39:00Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.87,99.0,0.03,99.09,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:39:06Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.92,99.0,0.04,99.02,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:39:12Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.87,99.0,0.04,99.02,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:39:18Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.0,99.0,0.03,99.02,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:39:24Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.08,99.0,0.03,99.08,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:39:30Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.86,99.0,0.05,98.92,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:39:36Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.09,99.0,0.04,98.95,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:39:42Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.9,99.0,0.04,99.02,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:39:48Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.86,99.0,0.05,99.01,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:39:54Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.01,99.0,0.03,98.95,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:40:00Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.05,99.0,0.03,98.99,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:40:06Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.02,99.0,0.02,98.98,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:40:12Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.97,99.0,0.03,98.93,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:40:18Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,99.07,99.0,0.03,99.1,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:40:24Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.94,99.0,0.03,99.05,93.0,NORMAL,N7,PCF;SMF
SCENARIO-04,2026-08-12T10:40:30Z,N7_POLICY_ASSOCIATION_SUCCESS_RATIO,L1,SMF-02,98.98,99.0,0.02,98.95,93.0,NORMAL,N7,PCF;SMF
